word,count,probability
bring,57608074,0.0009106913971678168
input,57191675,0.0009041087957934108
agent,57103658,0.0009027173879726161
valid,57094711,0.000902575950230218
grand,56599468,0.0008947469514755022
trial,56547673,0.0008939281554692981
units,56512308,0.0008933690914523195
wrote,56421594,0.0008919350483804633
ships,56365355,0.0008910459998508194
metal,56181783,0.0008881440205004788
funds,55721876,0.0008808736273191816
guest,55293215,0.0008740971833609728
seems,55276661,0.0008738354911303191
trust,55157142,0.0008719460871363912
grade,54275130,0.0008580028898581975
panel,53784382,0.0008502449498552508
floor,53759851,0.0008498571540288546
match,53532481,0.000846262798436025
plant,53247607,0.0008417593966893048
sense,52629633,0.0008319902173643132
stage,52518330,0.0008302306951733965
goods,52507183,0.000830054478954048
maybe,51895609,0.000820386473380185
spain,51553238,0.0008149741361383647
youth,51426255,0.000812966738257183
break,51242970,0.0008100692959172446
dance,51147967,0.0008085674506237336
apple,50551171,0.0007991330615645859
enjoy,50141455,0.0007926561077181163
block,49694725,0.0007855940218053538
civil,49495349,0.0007824422065233201
steel,49452604,0.0007817664765245712
songs,49272598,0.0007789208699236877
fixed,49215402,0.0007780166927565703
wrong,49156828,0.000777090731616163
hands,49087727,0.0007759983554635478
paris,48831449,0.0007719470106835891
fully,48616832,0.0007685542595982817
worth,48075237,0.000759992509951017
peace,47856201,0.000756529901552235
coast,47716394,0.0007543197767672294
grant,47609624,0.0007526319140472293
agree,47500911,0.0007509133356087224
blogs,46978262,0.0007426510918815955
scale,46307526,0.0007320478298289404
stand,46292709,0.000731813596786679
frame,46079991,0.0007284508658503394
chief,45699591,0.0007224373510176332
gives,45649146,0.0007216398963495578
heard,45436523,0.0007182786672110864
begin,45434902,0.0007182530417969334
royal,45407189,0.000717814943646148
clean,45381752,0.0007174128254106077
bible,45080741,0.0007126543235354559
suite,44829675,0.0007086853721290726
vegas,44810653,0.00070838466477064
piece,44298807,0.0007002931991737384
sheet,44295187,0.0007002359727707563
seven,44224906,0.0006991249427077768
older,44222089,0.0006990804104488816
cells,44128080,0.0006975942787035927
looks,43897035,0.0006939418272458572
calls,43661633,0.000690220498595361
whose,43634263,0.0006897878227253002
naked,43110969,0.0006815153825810674
lives,42750046,0.000675809767928163
stone,42494931,0.0006717768083157921
tests,42336117,0.0006692662132983332
buyer,42024703,0.0006643432566524016
label,41359857,0.000653833106067582
canon,41144763,0.0006504328143761358
waste,41089558,0.0006495601117306586
chair,40764005,0.0006444136401367258
phase,40722940,0.0006437644682476483
motor,40615655,0.0006420684642023621
shirt,40501964,0.0006402711915555556
crime,40361756,0.0006380547276027057
count,40345803,0.0006378025362196191
claim,40085342,0.0006336850649082587
patch,39999745,0.0006323319134121095
alone,39326417,0.0006216876759902472
jones,39297134,0.000621224758653638
saint,38929141,0.0006154073786225337
drugs,38827156,0.0006137951590899009
joint,38827057,0.0006137935940584381
fresh,38781893,0.0006130796235434425
dates,38442243,0.0006077103009542504
upper,38341510,0.000606117873536682
prime,38308402,0.0006055944890753749
limit,38290292,0.0006053081989764781
began,38269468,0.0006049790048837435
louis,38259201,0.0006048167000551752
steps,38254292,0.0006047390966263798
shops,38241315,0.0006045339510375679
creek,38159464,0.0006032400178026262
urban,38087999,0.0006021102705956879
tours,37957036,0.000600039955288023
labor,37866418,0.0005986074298224337
admin,37835381,0.0005981167845546558
heavy,37668153,0.00059547317767126
solid,37426444,0.0005916521454507063
theme,37219937,0.0005883876004781573
porno,36925475,0.0005837326278055276
touch,36831035,0.0005822396826404362
goals,36766773,0.0005812238033287133
serve,36697856,0.0005801343359214431
magic,36676771,0.0005798010158366701
mount,36648260,0.0005793503025837909
smart,36636558,0.0005791653127032116
avoid,36508203,0.0005771362256991317
birth,36286070,0.0005736246586898427
virus,36286003,0.0005736235995271356
abuse,36269685,0.0005733656380785549
facts,36041603,0.0005697600269059122
faith,35936559,0.0005680994494819195
chain,35928367,0.0005679699470804749
moved,35713495,0.0005645731648535211
reach,35687918,0.0005641688334421747
sorry,35595812,0.0005627127850794481
gamma,35426622,0.0005600381621179718
truth,35345925,0.0005587624717750305
films,35200065,0.0005564566587532152
owned,35050234,0.0005540880705805043
draft,35033621,0.0005538254456543325
chart,35027490,0.000553728524362431
jesus,34929061,0.000552172519495269
clubs,34881779,0.0005514250667920092
equal,34832354,0.0005506437366905201
codes,34503537,0.0005454456664835117
kinds,34482138,0.0005451073825615741
teams,34383288,0.0005435447223585955
funny,34281806,0.0005419404544504655
tried,34201786,0.0005406754663933857
named,34099544,0.0005390591841023091
laser,34080740,0.0005387619229747743
harry,33867934,0.0005353978008993567
taxes,33674672,0.000532342638166448
mouse,33667003,0.0005322214035574784
brain,33612784,0.0005313642879930345
dream,33518573,0.0005298749629512255
false,33476460,0.0005292092238604008
falls,33213513,0.0005250524528700864
stats,33096627,0.0005232046723897086
carry,33056477,0.0005225699651853628
hello,32960381,0.0005210508413121669
clips,32846497,0.0005192505176444278
brief,32599674,0.0005153486412733631
ended,32588866,0.0005151777841011446
eight,32567724,0.0005148435629376507
wants,32538214,0.0005143770570945562
alert,32472727,0.0005133418124945313
queen,32366847,0.0005116680192492976
sweet,32311923,0.0005107997587638308
truck,32136249,0.0005080226341457424
votes,32059663,0.0005068119321295025
ocean,31928741,0.0005047422649661809
signs,31899467,0.0005042794899051592
depth,31879926,0.0005039705779878461
train,31816971,0.0005029753602531115
feeds,31593736,0.0004994463723885501
route,31439231,0.0004970038957607182
frank,31392284,0.000496261738870994
anime,31334688,0.0004953512383444311
speak,31324712,0.0004951935337598593
query,31284313,0.0004945548902642587
rural,30998929,0.0004900434262342455
judge,30905832,0.0004885717117484924
bytes,30848384,0.00048766355086492436
fight,30784313,0.00048665069095733674
filed,30718907,0.0004856167268375997
banks,30582183,0.0004834553393455205
kelly,30510238,0.0004823180041072475
leads,30507300,0.00048227155903212
wales,29821525,0.0004714305544727112
minor,29782623,0.00047081557614983544
noted,29754565,0.0004703720241015282
spent,29719451,0.0004698169279926017
helps,29607993,0.0004680549554998999
cycle,29585286,0.00046769599419257534
sleep,29491537,0.0004662139726309261
scene,29372413,0.00046433081295445055
drink,29254937,0.0004624737055188906
intel,28995654,0.0004583748565010973
rings,28827859,0.0004557222862556874
henry,28769085,0.00045479316343555735
guess,28743465,0.00045438815226307066
ahead,28375319,0.00044856835354697847
devel,28152649,0.00044504829742763387
delta,28051872,0.0004434551744405265
cisco,27894293,0.0004409641027953556
alpha,27832836,0.0004399925660417446
bonus,27819488,0.000439781555537047
adobe,27538755,0.00043534361636898676
trees,27378116,0.0004328041710240575
dress,27318959,0.00043186899358725833
refer,27099706,0.0004284029547659772
babes,27016030,0.0004270801712035652
layer,26912270,0.0004254398917633928
spend,26713310,0.0004222946527751824
clock,26624872,0.0004208965896185713
ratio,26457942,0.0004182576936379623
proof,26305059,0.00041584085823268203
empty,26206017,0.00041427516281716966
ideal,26036289,0.0004115920349372392
specs,26029159,0.00041147932105512245
parks,25974927,0.0004106219999814965
cream,25898758,0.0004094178900674786
boxes,25787744,0.00040766293650376135
hills,25770218,0.0004073858785096551
aware,25700328,0.00040628102953053354
shape,25675227,0.00040588422291692745
firms,25497302,0.0004030715135935593
usage,25440406,0.00040217207894602605
mixed,25395056,0.00040145516806888823
exist,25349128,0.0004007291199373516
wheel,25342937,0.0004006312501415333
angel,25294123,0.0003998595789715971
width,25182453,0.0003980942550983892
noise,25171520,0.000397921421876344
array,25150016,0.0003975814780725519
greek,25059132,0.0003961447475729313
sharp,24904199,0.00039369550495049266
occur,24679212,0.00039013882077155976
knows,24640096,0.0003895204594513806
coach,24514961,0.0003875422754908373
plate,24275560,0.0003837577290542844
logic,23989892,0.00037924177543906484
sizes,23751367,0.00037547107715969774
plain,23747230,0.00037540567781463226
costa,23702154,0.00037469309843871464
trail,23648838,0.00037385025785821894
buddy,23611087,0.00037325347500214774
setup,23534848,0.0003720482585002269
blues,23387172,0.0003697137374265289
scope,23349420,0.00036911693876205904
crazy,23032837,0.00036411226850369246
bears,22926868,0.00036243706831098205
mouth,22880351,0.0003617017090326619
meter,22874915,0.00036161577457779706
fruit,22767191,0.0003599128306455193
lewis,22640158,0.00035790464234440687
sugar,22450333,0.00035490381307753396
stick,22399126,0.00035409431240971485
genre,22344091,0.000353224297192002
slide,22339084,0.00035314514454014246
exact,22304937,0.0003526053351526755
bound,22303643,0.0003525848790848692
storm,22242164,0.0003516129945464887
micro,22219932,0.0003512615422285057
dolls,22065047,0.0003488130584092005
paint,21926890,0.0003466290174819077
delay,21911190,0.0003463808256236703
pilot,21909830,0.0003463593262015555
novel,21821189,0.00034495805394002576
ultra,21795075,0.0003445452334186238
plays,21753930,0.00034389479685765725
truly,21693553,0.00034294033317454917
lodge,21541130,0.00034053076963263125
boobs,21461250,0.0003392679947513574
broad,21370126,0.0003378274702360695
swiss,21324437,0.0003371052003118016
foods,21150689,0.0003343585226694434
guard,21137924,0.0003341567284611377
newly,21102330,0.00033359404432087655
raise,21099943,0.0003335563096733853
drama,20939845,0.00033102541667210614
bands,20842378,0.0003294846194844106
lunch,20807419,0.0003289319736772692
dildo,20789655,0.00032865115328429293
audit,20786243,0.00032859721502822247
polls,20694349,0.0003271445180460019
tower,20686918,0.00032702704583590243
yours,20672809,0.0003268040051398597
shell,20599318,0.0003256422301173297
solar,20423792,0.0003228674451422361
catch,20400979,0.0003225068081446585
doubt,20311261,0.00032108851023782164
tasks,20273373,0.00032048956163114033
doors,20229491,0.00031979585748316764
forth,20149609,0.0003185330509850966
split,19998411,0.0003161428527314806
twice,19945569,0.00031530750533192785
shift,19811555,0.0003131889586000922
marks,19747824,0.0003121814735480333
loved,19719299,0.0003117305389775734
birds,19693729,0.0003113263182250174
saved,19635976,0.0003104133357798721
shots,19611119,0.00031002038641552777
treat,19442315,0.00030735186549591645
piano,19419956,0.00030699840551130954
risks,19205769,0.00030361245203740613
ports,19171802,0.0003030754881616897
teach,19079783,0.0003016208151296424
rapid,19070672,0.00030147678480987167
hairy,19060619,0.0003013178629786067
dutch,19000979,0.00030037505008527704
boots,18968708,0.0002998648972536097
holds,18963546,0.000299783294299965
pulse,18893735,0.000298679694184334
metro,18738665,0.0002962282858112852
strip,18711440,0.0002957979021590233
pearl,18707334,0.0002957329928743149
penis,18478169,0.00029211026120597335
heads,18400524,0.0002908828180956014
logos,18366230,0.00029034068487353824
milfs,18358745,0.0002902223590099136
honda,18261029,0.0002886776255309633
bills,18248816,0.0002884845575586924
opera,18225169,0.0002881107363566708
asset,18178753,0.0002873769737266106
blank,18150537,0.0002869309239513224
humor,18085495,0.0002859027140886808
lived,18050710,0.0002853528189428982
tight,17981854,0.0002842643158479434
meant,17832930,0.0002819100658927753
plane,17799728,0.00028138519544199846
meets,17760399,0.0002807634669329146
grace,17642126,0.0002788937602036594
villa,17587586,0.0002780315701432604
inner,17552078,0.00027747024552528
roman,17431193,0.0002755592472588455
taste,17311343,0.0002736646106849763
trips,17273017,0.0002730587379997021
sides,17269191,0.0002729982550666056
turns,17261850,0.00027288220561238135
cache,17250923,0.0002727094672407279
lease,17180592,0.0002715976467578176
proud,17167504,0.0002713907464367596
giant,17098874,0.0002703058160398915
seats,17070818,0.0002698622956083815
alarm,17059844,0.0002696888142419932
usual,17044981,0.0002694538540133956
angle,17016075,0.00026899689644306385
vinyl,17009819,0.0002688979991013356
worst,16975343,0.00026835298875072476
honor,16787246,0.00026537947639665655
eagle,16785232,0.00026534763828184825
pants,16774383,0.00026517613296528667
nurse,16772151,0.00026514084861958056
quiet,16746894,0.0002647415758957907
comic,16695850,0.0002639346519969457
crown,16651038,0.0002632262460382621
maker,16635947,0.0002629876814947806
crack,16633701,0.0002629521758314939
picks,16627992,0.00026286192568380747
smoke,16567733,0.00026190932739173585
craft,16528294,0.00026128585995880446
apart,16507181,0.0002609520972388704
blind,16485480,0.00026060903918055135
coins,16449733,0.00026004393635530227
gross,16440590,0.00025989940016677587
actor,16282891,0.00025740643151377134
finds,16280898,0.0002573749253753339
fifth,16255266,0.0002569697245020639
prize,16204739,0.00025617097354530216
dirty,16101662,0.000254541491241383
alive,16064787,0.0002539585565424975
prove,16046788,0.00025367402117584695
wings,16044458,0.00025363718760707665
ridge,15993437,0.00025283062730139974
modem,15984492,0.00025268922117579893
skill,15835076,0.0002503271934885128
moves,15789001,0.0002495988215223799
throw,15751985,0.0002490136578392899
trend,15747018,0.00024893513752337495
busty,15705827,0.0002482839737760721
worse,15677739,0.00024783994747580644
boats,15600762,0.0002466230643757086
tells,15534490,0.0002455754101827719
fiber,15530318,0.000245509457543755
graph,15526746,0.0002454529899439063
talks,15484166,0.00024477986833092884
bonds,15431252,0.00024394338272667592
fraud,15378751,0.0002431134259910505
roger,15353411,0.00024271284117017569
crash,15302627,0.00024191002745497023
inter,15269346,0.0002413839081407029
grove,15189493,0.00024012156008619163
spray,15148133,0.00023946772471952304
roads,15093621,0.00023860597729428518
faces,15050854,0.00023792989951076693
cocks,15043799,0.00023781837125854625
mayor,15030847,0.00023761362087969975
yield,15022494,0.00023748157332607832
hence,14992334,0.00023700479202388476
radar,14982375,0.0002368473561820895
lakes,14947463,0.000236295453369683
diary,14922472,0.0002359003856799244
kings,14914273,0.0002357707726196895
flags,14870655,0.00023508124188895087
baker,14862470,0.00023495185014629655
shock,14850388,0.0002347608530742441
walls,14837851,0.00023456266318082233
ebony,14831025,0.00023445475505188423
drawn,14827380,0.00023439713343893675
beast,14787561,0.0002337676588145321
dodge,14768509,0.00023346647720414116
pizza,14763787,0.0002333918299458866
yards,14733347,0.0002329106222920812
woods,14647735,0.0002315572336699528
jokes,14622894,0.0002311645372399863
globe,14554904,0.00023008972421823104
kerry,14514771,0.00022945528575666165
ghost,14490042,0.00022906435986733988
pride,14428078,0.00022808480825563167
chile,14372798,0.00022721091998025838
maria,14347893,0.0002268172118127806
brass,14298573,0.00022603754159314582
plaza,14274314,0.00022565404565117258
quest,14258533,0.0002254045733126475
trans,14243681,0.0002251697869764347
booty,14218854,0.00022477731186404878
acres,14208905,0.00022462003410623967
venue,14204074,0.00022454366373253617
vital,14166642,0.0002239519237556228
excel,14133468,0.0002234274959400071
modes,14131325,0.00022339361854177765
enemy,14084182,0.0002226483632059252
wells,14073676,0.00022248228017008817
opens,14070477,0.00022243170910292247
lucky,14053901,0.0002221696690874994
thick,14030556,0.0002218006220218592
vista,13991160,0.00022117783435006823
chips,13982676,0.00022104371589622837
terry,13981773,0.00022102944091228008
flood,13979267,0.0002209898250653538
arena,13966572,0.00022078913744495103
grown,13931521,0.00022023503726513718
jerry,13908229,0.00021986682804462352
smile,13893537,0.00021963457105218893
lands,13891179,0.0002195972948482575
armed,13866785,0.0002192116647724714
laura,13801282,0.00021817616723806876
candy,13772033,0.00021771378738701244
pills,13767091,0.00021763566228106282
tiger,13763074,0.00021757215994383102
folks,13760930,0.00021753826673720294
balls,13683840,0.0002163195972880617
boost,13675076,0.00021618105248261
icons,13649671,0.00021577944011582528
moral,13643598,0.0002156834357110434
keeps,13624468,0.00021538102104556056
pound,13620117,0.00021531223870319174
roses,13584758,0.00021475326953660482
bread,13575360,0.00021460470220643194
tough,13560922,0.00021437646054724526
gonna,13542156,0.00021407980013885786
chest,13516414,0.00021367286034174027
billy,13515249,0.00021365444355735515
craig,13480763,0.00021310927512275813
solve,13452150,0.00021265694941322022
nancy,13381057,0.00021153308293056622
tones,13373535,0.00021141417215619289
sight,13360499,0.0002112080938718628
towns,13337599,0.0002108460815436058
worry,13243591,0.00020935996560671554
reads,13174104,0.0002082614874122354
roles,13171507,0.00020822043300103524
glory,13158826,0.00020801996669821306
fault,13112664,0.0002072902194014008
jimmy,13030009,0.00020598357621397353
rugby,12992179,0.00020538554449441184
fluid,12943336,0.00020461341488091584
barry,12921548,0.0002042689814919174
devil,12869511,0.00020344635985324882
grass,12868953,0.0002034375387668223
sized,12775596,0.00020196171409742967
manga,12774174,0.00020193923455460078
theft,12744763,0.000201474293742969
swing,12734467,0.0002013115304708409
dated,12707511,0.00020088539927780612
shoot,12695618,0.00020069738999309167
elite,12673836,0.00020035305145448492
poems,12662561,0.00020017481176011384
robot,12656312,0.00020007602507717592
winds,12628386,0.0001996345597374857
gnome,12609820,0.00019934106100882108
roots,12609370,0.00019933394722944486
noble,12604679,0.00019925979003154731
shore,12568485,0.00019868762085211786
loves,12566621,0.00019865815399710163
loose,12556710,0.00019850147695843983
slots,12452126,0.00019684817139780958
rocks,12427428,0.00019645773556884488
genes,12396954,0.0001959759904294866
horny,12363955,0.00019545432908362837
hosts,12228736,0.000193316733231463
atlas,12221120,0.00019319633646761996
feels,12212683,0.00019306296100851496
ralph,12190683,0.0001927151762390104
corps,12150135,0.00019207417729201625
liver,12139363,0.00019190388922214792
decor,12098868,0.00019126372812028032
texts,12095723,0.00019121401070663977
fails,12015364,0.0001899436636024299
aging,12014007,0.00018992221160551092
intro,11938092,0.00018872211702474094
clerk,11923960,0.0001884987127355301
mills,11910667,0.00018828857169275628
jeans,11896655,0.0001880670644113791
fonts,11884559,0.00018787584602174604
favor,11867822,0.00018761126085414613
sigma,11864409,0.00018755730678967708
aside,11768649,0.0001860434945384154
essay,11750312,0.00018575361593303334
camps,11712039,0.0001851485810928857
trace,11697252,0.0001849148223025828
packs,11683277,0.00018469389993195433
spoke,11577917,0.00018302832705399972
arrow,11563142,0.00018279475796448017
rough,11557184,0.00018270057152553889
weird,11556427,0.00018268860456778822
holes,11529280,0.0001822594539706182
blade,11527988,0.00018223902951960912
meals,11515834,0.00018204689424285647
robin,11423944,0.00018059426049423034
strap,11414669,0.00018044763759708695
crowd,11409218,0.00018036146601624288
cloud,11337220,0.00017922329293284335
valve,11325360,0.00017903580532528315
knife,11297715,0.00017859878214560344
shelf,11287023,0.00017842975874762421
liked,11282738,0.00017836201975956388
adopt,11272339,0.00017819762822237853
outer,11245167,0.00017776808241524316
tales,11222332,0.00017740709763289605
nodes,11208722,0.00017719194532776162
seeds,11196921,0.00017700539041571965
cited,11195944,0.00017698994561027393
tired,11158233,0.00017639379509014726
steam,11141309,0.00017612625375200658
acute,11128841,0.00017592915463808916
stood,11116275,0.0001757305063011076
carol,11109404,0.00017562188679423187
stack,11090579,0.00017532429369032627
curve,11071177,0.00017501757914042046
amber,11065507,0.00017492794552027998
trunk,11020361,0.00017421425955645937
waves,11006010,0.0001739873932279521
camel,11005001,0.00017397144255375073
lamps,11000656,0.00017390275506177358
juice,10973425,0.00017347227655912
chase,10971945,0.0001734488801291715
sauce,10968629,0.000173396459479368
beads,10825324,0.0001711310369160111
flows,10797166,0.00017068590402784248
fewer,10792786,0.00017061666324191384
proxy,10773043,0.00017030455802808072
voted,10746027,0.00016987747833112913
bikes,10740880,0.00016979611250346366
gates,10734618,0.00016969712031134377
slave,10692715,0.00016903470098422787
combo,10592758,0.00016745454088398388
haven,10569212,0.0001670823163302223
charm,10554644,0.00016685201957921585
basin,10544774,0.0001666959906848972
ranch,10539650,0.00016661498845039986
drunk,10519219,0.0001662920070583204
toner,10508427,0.0001661214028204798
latex,10502825,0.00016603284417144505
alien,10490554,0.00016583885931205458
broke,10460811,0.00016536867011208303
nylon,10410171,0.00016456813280627797
discs,10404995,0.00016448630853505271
rocky,10404321,0.00016447565367438697
fleet,10364423,0.00016384493018649184
bunch,10355431,0.00016370278106615614
cents,10301064,0.0001628433258587173
omega,10289113,0.00016265439968688326
civic,10283668,0.00016256832295643086
saver,10258158,0.0001621650507077917
grill,10254124,0.00016210127962778346
grain,10244623,0.00016195108403255334
wanna,10232302,0.00016175630875323217
seeks,10174194,0.00016083771432657892
gains,10137566,0.00016025868430215106
spots,10109662,0.00015981756674723034
salon,10079006,0.00015933294447932435
turbo,10058686,0.00015901171781949105
